0,-9.59484,-9.59445,-9.59445,-9.635
1,-9.552,-9.54939,-9.54939,-9.635
2,-9.49963,-9.49933,-9.49933,-9.59445
3,-9.44673,-9.44371,-9.44371,-9.54939
4,-9.38205,-9.3819,-9.3819,-9.49933
5,-9.31672,-9.31323,-9.31323,-9.44371
6,-9.24448,-9.23693,-9.23693,-9.3819
7,-9.15616,-9.15215,-9.15215,-9.31323
8,-9.06695,-9.05795,-9.05795,-9.23693
9,-8.95788,-8.95328,-8.95328,-9.15215
10,-8.8477,-8.83698,-8.83698,-9.05795
11,-8.713,-8.70776,-8.70776,-8.95328
12,-8.57693,-8.56418,-8.56418,-8.83698
13,-8.41057,-8.40465,-8.40465,-8.70776
14,-8.24253,-8.2274,-8.2274,-8.56418
15,-8.03708,-8.03045,-8.03045,-8.40438
16,-7.82955,-7.81162,-7.81162,-8.12912
17,-7.57583,-7.56847,-7.56847,-7.80122
18,-7.31953,-7.33413,-7.2983,-7.41464
19,-7.20958,-7.21614,-7.2034,-7.22527
20,-9.55252,-9.54939,-9.54939,-9.59445
21,-9.4997,-9.49933,-9.49933,-9.59445
22,-9.4515,-9.44371,-9.44371,-9.54939
23,-9.38802,-9.3819,-9.3819,-9.49933
24,-9.31784,-9.31323,-9.31323,-9.44371
25,-9.24015,-9.23693,-9.23693,-9.3819
26,-9.16004,-9.15215,-9.15215,-9.31323
27,-9.05934,-9.05795,-9.05795,-9.23693
28,-8.96842,-8.95328,-8.95328,-9.15215
29,-8.85198,-8.83698,-8.83698,-9.05795
30,-8.71721,-8.70776,-8.70776,-8.95328
31,-8.58214,-8.56418,-8.56418,-8.83698
32,-8.4238,-8.40465,-8.40465,-8.70776
33,-8.26018,-8.2274,-8.2274,-8.56418
34,-8.04759,-8.03045,-8.03045,-8.40465
35,-7.81259,-7.81162,-7.81161,-8.2274
36,-7.59083,-7.56847,-7.56847,-7.97042
37,-7.30081,-7.2983,-7.2983,-7.61174
38,-7.02929,-7.21133,-6.99812,-7.24037
39,-7.06891,-7.03562,-7.02828,-7.07727
40,-9.50706,-9.49933,-9.49933,-9.54931
41,-9.45364,-9.44371,-9.44371,-9.54566
42,-9.38977,-9.3819,-9.3819,-9.49781
43,-9.31674,-9.31323,-9.31323,-9.44356
44,-9.24659,-9.23693,-9.23693,-9.38175
45,-9.15756,-9.15215,-9.15215,-9.31322
46,-9.06885,-9.05795,-9.05795,-9.23693
47,-8.96072,-8.95328,-8.95328,-9.15215
48,-8.84004,-8.83698,-8.83698,-9.05795
49,-8.72836,-8.70776,-8.70776,-8.95328
50,-8.57831,-8.56418,-8.56418,-8.83698
51,-8.40565,-8.40465,-8.40465,-8.70776
52,-8.23626,-8.2274,-8.2274,-8.56418
53,-8.05046,-8.03045,-8.03045,-8.40465
54,-7.81273,-7.81161,-7.81161,-8.2274
55,-7.59672,-7.56847,-7.56846,-8.03045
56,-7.31834,-7.2983,-7.2983,-7.75714
57,-7.04878,-6.99812,-6.99811,-7.30904
58,-6.71156,-6.88464,-6.66458,-7.18719
59,-6.82919,-6.80735,-6.65871,-6.79781
60,-9.44561,-9.44371,-9.44371,-9.49898
61,-9.3924,-9.3819,-9.3819,-9.48681
62,-9.3154,-9.31323,-9.31323,-9.40778
63,-9.24203,-9.23693,-9.23693,-9.3697
64,-9.1557,-9.15215,-9.15215,-9.27705
65,-9.06743,-9.05795,-9.05795,-9.22051
66,-8.96939,-8.95328,-8.95328,-9.14011
67,-8.84347,-8.83698,-8.83698,-9.05036
68,-8.72276,-8.70776,-8.70776,-8.94693
69,-8.57078,-8.56418,-8.56418,-8.83128
70,-8.43369,-8.40465,-8.40465,-8.69969
71,-8.24013,-8.2274,-8.2274,-8.56149
72,-8.03752,-8.03045,-8.03045,-8.40422
73,-7.84805,-7.81161,-7.81161,-8.2274
74,-7.59396,-7.56846,-7.56846,-8.03045
75,-7.31148,-7.2983,-7.29829,-7.81161
76,-7.05166,-6.99811,-6.99811,-7.55295
77,-6.66692,-6.66457,-6.66457,-7.26128
78,-6.36121,-6.63652,-6.29397,-6.92631
79,-6.49756,-6.50067,-6.08065,-6.50234
80,-9.38262,-9.3819,-9.3819,-9.44336
81,-9.31589,-9.31323,-9.31323,-9.41788
82,-9.24489,-9.23693,-9.23693,-9.35329
83,-9.15265,-9.15215,-9.15215,-9.27888
84,-9.06672,-9.05795,-9.05795,-9.1869
85,-8.96554,-8.95328,-8.95328,-9.05661
86,-8.84737,-8.83698,-8.83698,-9.00483
87,-8.72976,-8.70776,-8.70776,-8.92577
88,-8.57924,-8.56418,-8.56418,-8.76194
89,-8.4277,-8.40465,-8.40465,-8.66412
90,-8.2278,-8.2274,-8.2274,-8.52391
91,-8.03059,-8.03045,-8.03045,-8.37336
92,-7.83882,-7.81161,-7.81161,-8.20602
93,-7.58918,-7.56846,-7.56846,-8.03045
94,-7.32839,-7.29829,-7.29829,-7.81161
95,-7.00278,-6.99811,-6.99811,-7.56846
96,-6.68893,-6.66457,-6.66457,-7.29568
97,-6.37091,-6.29397,-6.30097,-6.57714
98,-6.06817,-6.15758,-5.88219,-6.6461
99,-6.21581,-6.24367,-5.48853,-6.19903
100,-9.32566,-9.31323,-9.31323,-9.38099
101,-9.25141,-9.23693,-9.23693,-9.36231
102,-9.15991,-9.15215,-9.15215,-9.28657
103,-9.0656,-9.05795,-9.05795,-9.20661
104,-8.95588,-8.95328,-8.95328,-9.0722
105,-8.8578,-8.83698,-8.83698,-8.993
106,-8.72708,-8.70776,-8.70776,-8.84563
107,-8.57603,-8.56418,-8.56418,-8.75201
108,-8.40505,-8.40465,-8.40465,-8.6476
109,-8.25747,-8.2274,-8.2274,-8.51445
110,-8.03219,-8.03045,-8.03045,-8.34752
111,-7.82715,-7.81161,-7.81161,-8.18224
112,-7.5809,-7.56846,-7.56846,-7.98548
113,-7.32089,-7.29829,-7.29829,-7.81161
114,-7.01328,-6.99811,-6.9981,-7.56846
115,-6.72124,-6.66457,-6.66457,-7.29829
116,-6.33675,-6.29399,-6.29397,-6.99115
117,-5.96541,-5.88219,-5.94895,-6.18721
118,-5.71725,-5.63074,-5.42465,-6.26333
119,-5.81757,-5.84088,-4.93198,-5.83254
120,-9.24732,-9.23693,-9.23693,-9.31114
121,-9.15822,-9.15215,-9.15215,-9.28696
122,-9.0614,-9.05795,-9.05795,-9.21137
123,-8.95879,-8.95328,-8.95328,-9.08254
124,-8.84855,-8.83698,-8.83698,-8.99858
125,-8.72224,-8.70776,-8.70776,-8.94082
126,-8.5797,-8.56418,-8.56418,-8.74331
127,-8.42474,-8.40465,-8.40465,-8.66321
128,-8.2317,-8.2274,-8.2274,-8.53974
129,-8.03989,-8.03045,-8.03045,-8.33572
130,-7.84593,-7.81161,-7.81161,-8.15897
131,-7.58437,-7.56846,-7.56846,-7.95673
132,-7.34324,-7.29829,-7.29829,-7.76855
133,-7.02887,-6.9981,-6.9981,-7.56846
134,-6.66848,-6.66457,-6.66456,-7.29829
135,-6.34991,-6.29397,-6.29397,-6.9981
136,-5.91164,-5.8822,-5.88219,-6.66452
137,-5.62843,-5.42465,-5.57981,-5.9208
138,-5.28257,-5.04327,-4.91628,-5.87279
139,-5.44731,-5.39463,-4.35329,-5.40087
140,-9.16457,-9.15215,-9.15215,-9.23593
141,-9.06823,-9.05795,-9.05795,-9.1935
142,-8.96497,-8.95328,-8.95328,-9.08671
143,-8.83816,-8.83698,-8.83698,-9.02272
144,-8.7222,-8.70776,-8.70776,-8.90226
145,-8.59012,-8.56418,-8.56418,-8.77759
146,-8.42503,-8.40465,-8.40465,-8.66953
147,-8.24466,-8.2274,-8.2274,-8.47136
148,-8.06277,-8.03045,-8.03045,-8.34361
149,-7.81925,-7.81161,-7.81161,-8.15469
150,-7.56849,-7.56846,-7.56846,-8.00055
151,-7.33674,-7.29829,-7.29829,-7.61043
152,-7.0169,-6.9981,-6.9981,-7.50753
153,-6.71395,-6.66456,-6.66456,-7.29828
154,-6.33624,-6.29397,-6.29396,-6.9981
155,-5.95756,-5.88219,-5.88219,-6.66456
156,-5.49639,-5.42465,-5.42465,-6.29397
157,-5.22165,-4.91628,-4.91628,-5.88219
158,-4.89878,-4.35142,-4.35142,-5.42465
159,-5.00999,-4.35142,-3.7238,-4.91628
160,-9.06519,-9.05794,-9.05794,-9.14901
161,-8.95582,-8.95328,-8.95328,-9.12866
162,-8.84829,-8.83698,-8.83698,-8.99931
163,-8.71176,-8.70776,-8.70776,-8.90703
164,-8.56869,-8.56418,-8.56418,-8.81238
165,-8.41478,-8.40465,-8.40465,-8.64524
166,-8.23689,-8.2274,-8.2274,-8.42778
167,-8.05299,-8.03045,-8.03045,-8.33852
168,-7.82243,-7.81161,-7.81161,-8.19498
169,-7.61395,-7.56846,-7.56846,-7.94765
170,-7.30658,-7.29829,-7.29829,-7.73682
171,-7.02584,-6.9981,-6.9981,-7.40435
172,-6.66737,-6.66456,-6.66456,-7.1971
173,-6.31972,-6.29396,-6.29396,-6.9981
174,-5.93295,-5.88219,-5.88218,-6.66456
175,-5.48912,-5.42465,-5.42465,-6.29396
176,-5.09,-4.91628,-4.91628,-5.88219
177,-4.76184,-4.35142,-4.35142,-5.42465
